axon_diam,fibre_diam,axon_gratio
0.571899231589677,1.48443651035244,0.38526351757132
0.808102198197683,1.62064606669109,0.498629660606652
1.04430516480569,1.75685562302973,0.594417179827653
0.66638041823288,1.80225880847595,0.369747349880561
0.902583384840886,1.89306517936838,0.47678410372644
1.13878635144889,1.98387155026081,0.574022219986561
0.713621011554481,2.02927473570703,0.351663083858306
1.3749893180569,2.12008110659946,0.648555054698986
0.997064571484088,2.12008110659946,0.470295484630467
1.23326753809209,2.2562906629381,0.546590720047635
1.5167110980217,2.34709703383053,0.646207240757483
1.04430516480569,2.34709703383053,0.444934806594405
0.808102198197683,2.43790340472296,0.331474248172484
1.7056734713081,2.48330659016918,0.68685577449859
1.3749893180569,2.48330659016918,0.553692936466304
1.18602694477049,2.52870977561539,0.469024542162755
1.89463584459451,2.61951614650782,0.723277024697985
1.5167110980217,2.61951614650782,0.579004294378443
1.28050813141369,2.71032251740026,0.472455998573173
1.75291406462971,2.75572570284647,0.636098891416903
2.03635762455931,2.80112888829269,0.726977481496931
1.5639516913433,2.8465320737389,0.549423526884439
1.89463584459451,2.93733844463133,0.645017889599136
1.3277487247353,2.93733844463133,0.452024426113397
2.17807940452412,2.98274163007755,0.73022731253712
1.6584328779865,3.02814481552376,0.54767290833799
2.03635762455931,3.11895118641619,0.652898202904924
1.4222299113785,3.11895118641619,0.455996207177805
2.36704177781052,3.16435437186241,0.748033089738106
1.84739525127291,3.16435437186241,0.583814274311385
1.18602694477049,3.20975755730862,0.369506706844543
1.6584328779865,3.25516074275484,0.509478028597437
2.22531999784572,3.30056392820105,0.674224176914704
2.50876355777532,3.34596711364727,0.74978727302572
2.03635762455931,3.34596711364727,0.608600609448185
1.4222299113785,3.34596711364727,0.42505794679739
1.84739525127291,3.39137029909348,0.544734160043425
2.36704177781052,3.48217666998591,0.679759243180529
1.6584328779865,3.48217666998591,0.476263278736289
2.69772593106173,3.52757985543213,0.764752618401393
2.17807940452412,3.52757985543213,0.617442976144136
1.98911703123771,3.57298304087835,0.556710459714001
2.88668830434813,3.66378941177078,0.787896895786089
2.55600415109693,3.66378941177078,0.69763948301318
2.36704177781052,3.70919259721699,0.638155532712568
1.80015465795131,3.70919259721699,0.485322509082425
2.17807940452412,3.75459578266321,0.580110225069066
2.69772593106173,3.79999896810942,0.709928069376267
3.02841008431294,3.84540215355564,0.787540538903774
1.94187643791611,3.84540215355564,0.504986568471275
2.46152296445372,3.89080533900185,0.632651276531147
3.21737245759934,3.98161170989428,0.808057814779927
2.88668830434813,3.98161170989428,0.725004976546239
2.27256059116732,3.98161170989428,0.570763991255104
2.69772593106173,4.0270148953405,0.669907115114762
2.08359821788091,4.0270148953405,0.517405143023376
3.02841008431294,4.11782126623293,0.735439905842099
2.50876355777532,4.11782126623293,0.609245374088418
3.35909423756415,4.20862763712536,0.798144793788059
2.79220711770493,4.20862763712536,0.663448363327317
2.31980118448892,4.20862763712536,0.551201337943365
3.12289127095614,4.29943400801779,0.726349390438933
2.08359821788091,4.29943400801779,0.484621513900509
3.54805661085055,4.344837193464,0.816614398391714
2.65048533774013,4.344837193464,0.610030990741676
2.88668830434813,4.39024037891022,0.657523974818138
2.46152296445372,4.39024037891022,0.560680680784213
3.35909423756415,4.43564356435644,0.757295799093702
2.27256059116732,4.48104674980265,0.507149493869352
3.17013186427774,4.52644993524887,0.700357213628045
3.64253779749375,4.57185312069508,0.796731150658655
2.79220711770493,4.57185312069508,0.61073858761246
2.60324474441853,4.57185312069508,0.569406906935528
3.45357542420735,4.66265949158751,0.740687890771002
3.02841008431294,4.66265949158751,0.649502733317085
2.36704177781052,4.66265949158751,0.507659155055435
3.83150017078016,4.70806267703373,0.813816729643489
3.21737245759934,4.75346586247994,0.676847704533803
3.59529720417215,4.79886904792616,0.749196772878365
2.88668830434813,4.79886904792616,0.601535127447502
2.65048533774013,4.79886904792616,0.552314578970547
3.97322195074496,4.88967541881859,0.812573762146557
3.35909423756415,4.88967541881859,0.686976936063324
2.46152296445372,4.88967541881859,0.503412344095523
3.78425957745856,4.9350786042648,0.766808369412448
3.12289127095614,4.9350786042648,0.632794636392903
2.74496652438333,4.98048178971102,0.551144776807346
3.59529720417215,5.02588497515723,0.715356046137859
4.11494373070976,5.07128816060345,0.811419820840966
2.98116949099134,5.07128816060345,0.587852513322098
3.92598135742336,5.11669134604966,0.767289072547714
3.40633483088575,5.11669134604966,0.665729980667214
3.21737245759934,5.16209453149588,0.623268798734495
3.68977839081535,5.2074977169421,0.708551129808663
2.83944771102653,5.2074977169421,0.545261441361493
4.35114669731777,5.25290090238831,0.828332149829717
2.60324474441853,5.25290090238831,0.495582306385206
4.16218432403137,5.29830408783453,0.785569166101317
3.07565067763454,5.29830408783453,0.58049719809336
3.97322195074496,5.34370727328074,0.743532859782872
3.54805661085055,5.34370727328074,0.663969119077932
3.35909423756415,5.34370727328074,0.628607456542403
3.73701898413695,5.43451364417317,0.687645524295214
2.93392889766974,5.43451364417317,0.539869635034492
4.44562788396097,5.47991682961939,0.811258276755589
3.21737245759934,5.47991682961939,0.587120673111166
4.25666551067457,5.5253200150656,0.770392574379066
4.06770313738816,5.57072320051182,0.730193009233422
3.59529720417215,5.57072320051182,0.645391464404806
2.74496652438333,5.57072320051182,0.492748683713298
3.87874076410176,5.61612638595803,0.690643425297506
3.40633483088575,5.61612638595803,0.606527452694545
3.07565067763454,5.61612638595803,0.547646271872473
4.58734966392578,5.70693275685046,0.803820521350849
4.39838729063937,5.70693275685046,0.770709499837659
4.20942491735297,5.75233594229668,0.731776613810269
3.73701898413695,5.75233594229668,0.649652423228417
3.21737245759934,5.75233594229668,0.559315813588379
4.02046254406656,5.79773912774289,0.693453509287466
3.54805661085055,5.79773912774289,0.611972448686534
2.93392889766974,5.79773912774289,0.506047069905323
4.82355263053378,5.93394868408154,0.812874004703391
4.63459025724738,5.93394868408154,0.781029716296699
4.44562788396097,5.93394868408154,0.749185427890007
3.87874076410176,5.93394868408154,0.65365256266993
3.40633483088575,5.93394868408154,0.574041841653199
3.07565067763454,5.93394868408154,0.518314336941488
4.25666551067457,5.97935186952775,0.711894132266673
3.68977839081535,5.97935186952775,0.617086679514442
2.79220711770493,5.97935186952775,0.46697487932341
4.02046254406656,6.07015824042019,0.662332411253295
3.54805661085055,6.1155614258664,0.580168583679607
3.26461305092094,6.1155614258664,0.533820662337382
4.87079322385538,6.16096461131262,0.790589385128385
4.68183085056898,6.16096461131262,0.759918478020846
4.49286847728257,6.16096461131262,0.729247570913307
