fibre_diameter,axon_diameter,g_ratio
1.84335055431498,0.899971865433205,0.488226107251558
2.16048613355197,1.08270726958208,0.501140577931894
2.87404118683519,1.31112652476817,0.456196150136576
4.02365766156926,2.36185509862419,0.586992059782504
4.22186739859238,2.45322280069863,0.581075284722718
4.38043518821087,2.72732590692194,0.622615285865211
4.85613855706635,3.04711286418247,0.627476508006243
5.05434829408947,3.04711286418247,0.602869586123645
5.41112582073108,3.366899821443,0.62221798808369
5.84718724218193,3.59531907662909,0.614880100074829
4.9354224518756,2.8643774600336,0.58037128289698
5.09399024149409,2.72732590692194,0.535400693292652
4.38043518821087,2.59027435381029,0.591328085570477
5.21291608370796,3.22984826833134,0.619585701451373
1.96227639652885,0.854288014395983,0.435355598175245
5.05434829408947,3.22984826833134,0.639023684242004
4.7768546622571,2.59027435381029,0.542255215398653
2.20012808095659,0.899971865433205,0.409054306075629
2.75511534462132,1.40249422684261,0.509051002013629
1.64514081729186,0.671552610247112,0.408203725291178
4.85613855706635,2.8643774600336,0.589846732413665
4.53900297782937,2.68164205588473,0.590799800965792
5.33184192592183,3.22984826833134,0.605765946028666
4.18222545118775,2.36185509862419,0.564736436662788
2.00191834393348,1.03702341854486,0.518014843955755
2.27941197576584,0.991339567507641,0.434910221604223
4.34079324080625,2.49890665173585,0.575679723292166
2.43797976538433,1.31112652476817,0.537792209510597
3.46867039790454,1.72228118410314,0.49652488894407
4.97506439928022,2.95574516210803,0.594111940045572
1.32800523805488,0.625868759209894,0.471284857374961
5.68861945256344,3.73237062974075,0.65611184943279
2.63618950240745,1.31112652476817,0.497356705036116
4.69757076744786,2.77300975795916,0.590307181144544
6.24360671622816,4.00647373596405,0.641692201007883
6.20396476882354,4.18920914011293,0.675247087340783
3.38938650309529,2.1334358434381,0.629446019652756
5.53005166294495,3.50395137455465,0.633620007211411
3.70652208233228,2.27048739654976,0.612565457891751
1.80370860691036,0.762920312321551,0.422973150651194
2.95332508164443,1.44817807787982,0.490355121039865
2.75511534462132,1.49386192891705,0.542213933740902
5.01470634668485,2.54459050277307,0.507425625122648
6.24360671622816,3.82373833181518,0.612424597769212
5.92647113699118,3.73237062974075,0.62977960129502
6.00575503180043,3.54963522559187,0.591038962927489
5.09399024149409,2.95574516210803,0.580241622379138
5.41112582073108,3.45826752351744,0.639103143798309
5.76790334737269,3.50395137455465,0.607491347120219
3.94437376676002,2.17911969447532,0.552462779475711
4.49936103042474,2.40753894966141,0.535084633880589
4.7768546622571,3.04711286418247,0.637891055856969
2.59654755500283,1.44817807787982,0.557732160572059
2.27941197576584,1.44817807787982,0.635329678564694
2.08120223874272,0.808604163358769,0.388527432993373
3.11189287126293,1.72228118410314,0.553451309332563
4.34079324080625,2.40753894966141,0.554631104524628
3.82544792454615,2.17911969447532,0.569637788164075
5.29219997851721,3.00142901314525,0.567142025117918
5.64897750515882,3.50395137455465,0.620280638638539
4.9354224518756,3.13848056625691,0.635909204705304
2.08120223874272,1.49386192891705,0.717787969428433
1.56585692248262,0.71723646128433,0.458047252584976
5.72826139996806,3.32121597040578,0.579794764677516
5.01470634668485,2.77300975795916,0.552975501704573
3.34974455569067,1.99638429032645,0.595981053819437
4.45971908302012,2.95574516210803,0.662764875339727
1.84335055431498,1.21975882269373,0.661707465158203
6.00575503180043,3.32121597040578,0.55300556762971
3.94437376676002,2.36185509862419,0.598790895155016
5.84718724218193,4.00647373596405,0.685196757008417
3.70652208233228,2.08775199240089,0.563264415003079
4.49936103042474,2.77300975795916,0.616311902780868
5.56969361034957,3.13848056625691,0.563492498119646
2.43797976538433,1.17407497165652,0.481576995972906
5.49040971554032,2.72732590692194,0.49674360352423
2.39833781797971,1.03702341854486,0.432392555698605
6.16432282141892,4.00647373596405,0.649945476905091
2.27941197576584,1.08270726958208,0.474994112996317
4.10294155637851,2.40753894966141,0.586783632323157
3.15153481866755,2.04206814136366,0.647959885852392
5.64897750515882,3.22984826833134,0.571758033269162
4.69757076744786,2.54459050277307,0.541682207409409
1.96227639652885,0.71723646128433,0.36551245408296
5.21291608370796,3.09279671521969,0.593294936184696
4.30115129340162,2.68164205588473,0.623470757701228
1.96227639652885,1.35681037580539,0.691447126513628
4.7768546622571,2.8643774600336,0.599636719673643
4.14258350378313,2.22480354551254,0.537057018520153
3.50831234530916,2.22480354551254,0.634152072715887
4.14258350378313,2.49890665173585,0.603224207660213
3.7461640297369,1.81364888617757,0.484134936906367
3.90473181935539,1.95070043928923,0.499573473809337
5.21291608370796,3.366899821443,0.645876466718051
2.67583144981207,1.08270726958208,0.40462461477464
2.16048613355197,0.945655716470423,0.437705061737984
2.87404118683519,1.44817807787982,0.503882158861654
4.73721271485248,2.6359582048475,0.556436529983769
4.06329960897389,2.49890665173585,0.614994436102363
2.23977002836121,1.49386192891705,0.666971122035269
3.15153481866755,1.90501658825201,0.604472645191157
5.33184192592183,3.50395137455465,0.657174654319642
4.97506439928022,2.6359582048475,0.529833986717612
5.01470634668485,2.40753894966141,0.480095699173492
2.71547339721669,1.58522963099148,0.583776527737782
6.28324866363279,3.50395137455465,0.557665558397425
5.76790334737269,3.64100292766631,0.631252416759863
1.32800523805488,0.71723646128433,0.540085566480793
4.57864492523399,2.22480354551254,0.485908731042044
5.64897750515882,3.64100292766631,0.644541941323228
4.49936103042474,1.95070043928923,0.43355054775524
4.30115129340162,2.59027435381029,0.602228142447352
5.33184192592183,3.366899821443,0.631470300174155
4.61828687263861,2.77300975795916,0.600441210005395
4.06329960897389,2.27048739654976,0.558779222564671
4.30115129340162,2.31617124758698,0.538500296685728
3.62723818752303,2.27048739654976,0.625954866807418
2.16048613355197,0.671552610247112,0.310834029350162
5.25255803111259,2.49890665173585,0.475750412833903
5.88682918958656,3.82373833181518,0.649541240058255
4.45971908302012,2.68164205588473,0.601302908538517
5.4507677681357,2.81869360899638,0.517118638859281
5.53005166294495,3.09279671521969,0.559270853822849
3.31010260828604,1.85933273721479,0.561714531918255
2.23977002836121,1.12839112061929,0.503797758846211
4.61828687263861,2.49890665173585,0.541089525326113
1.80370860691036,0.580184908172679,0.321662216363485
2.87404118683519,1.17407497165652,0.4085101414115
5.09399024149409,3.54963522559187,0.696828038004004
1.96227639652885,0.945655716470423,0.48191769423677
4.10294155637851,2.68164205588473,0.653590117976649
4.69757076744786,2.31617124758698,0.493057233674274
1.92263444912423,0.762920312321551,0.396809862982048
4.45971908302012,2.31617124758698,0.519353619470235
5.60933555775419,3.27553211936856,0.583942979635183
2.47762171278895,1.49386192891705,0.602941894319884
5.72826139996806,3.82373833181518,0.667521620405888
6.32289061103741,4.14352528907571,0.655321362327961
5.25255803111259,3.45826752351744,0.658396823611088
2.95332508164443,2.08775199240089,0.706915742319301
4.97506439928022,3.27553211936856,0.658389893373533
5.56969361034957,3.82373833181518,0.686525794652319
3.50831234530916,1.90501658825201,0.543000850764937
5.49040971554032,3.64100292766631,0.663156871036534
4.53900297782937,3.09279671521969,0.681382393958842
5.21291608370796,2.95574516210803,0.567004170918017
1.96227639652885,1.08270726958208,0.551760838329055
3.66688013492765,1.95070043928923,0.531978239678052
5.17327413630333,3.32121597040578,0.64199496931725
2.67583144981207,1.72228118410314,0.643643374557128
4.02365766156926,2.77300975795916,0.689176364193385
3.38938650309529,1.6309134820287,0.481182503246325
4.22186739859238,1.67659733306592,0.397122215071206
3.54795429271378,1.44817807787982,0.408172698519217
5.29219997851721,2.81869360899638,0.532612830285777
1.16943744843639,0.534501057135454,0.457058270068328
3.98401571416464,2.49890665173585,0.627233131348181
1.88299250171961,1.03702341854486,0.550731570942434
6.44181645325128,3.59531907662909,0.558121936990999
2.20012808095659,0.762920312321551,0.346761772155484
4.45971908302012,2.8643774600336,0.642277553072658
6.99680371691601,4.28057684218737,0.611790328180611
2.08120223874272,1.12839112061929,0.542182349996399
3.7461640297369,2.45322280069863,0.654862622465286
1.32800523805488,0.580184908172679,0.436884502822047
3.07225092385831,1.6309134820287,0.530852955194332
4.89578050447097,3.00142901314525,0.613064456301555
5.25255803111259,3.68668677870353,0.701884064272322
5.92647113699118,3.64100292766631,0.614362719990368
6.00575503180043,4.09784143803849,0.682319111642159
5.13363218889871,3.18416441729412,0.620255659176316
1.80370860691036,0.899971865433205,0.498956351366977
3.31010260828604,2.1334358434381,0.644522571021684
1.526214975078,0.625868759209894,0.410079031741848
5.09399024149409,2.81869360899638,0.553337064927247
5.53005166294495,3.45826752351744,0.625358990168238
7.27429734874837,4.55467994841068,0.62613331983114
5.84718724218193,3.50395137455465,0.599254176311809
2.20012808095659,1.21975882269373,0.554403551889305
6.28324866363279,3.8694221828524,0.615831457578382
4.57864492523399,2.6359582048475,0.575707059160695
2.08120223874272,1.35681037580539,0.651935862141422
4.73721271485248,3.04711286418247,0.643229056324392
2.39833781797971,0.854288014395983,0.356200034870655
1.09015355362714,0.625868759209894,0.574110644438588
5.21291608370796,2.8643774600336,0.549476994073567
4.85613855706635,2.36185509862419,0.486364849534074
4.61828687263861,2.8643774600336,0.620225104898489
4.9354224518756,2.59027435381029,0.524833361088657
3.82544792454615,2.1334358434381,0.557695696169022
5.49040971554032,3.32121597040578,0.604912227407228
4.38043518821087,2.95574516210803,0.674760619689767
2.99296702904906,1.21975882269373,0.407541683839158
3.50831234530916,1.6309134820287,0.464871231949839
1.68478276469649,0.71723646128433,0.425714505343684
4.22186739859238,2.68164205588473,0.63517912873787
2.83439923943056,1.35681037580539,0.478694164509435
6.79859397989289,4.46331224633624,0.656505192034803
6.20396476882354,4.23489299115015,0.682610741510257
1.84335055431498,1.12839112061929,0.61214136289916
2.08120223874272,0.854288014395983,0.410478135422375
5.33184192592183,2.95574516210803,0.55435723773769
3.66688013492765,2.08775199240089,0.56935376003014
5.80754529477731,3.96078988492684,0.682007575298423
6.16432282141892,4.09784143803849,0.664767494622425
6.04539697920505,3.00142901314525,0.496481707234374
1.526214975078,0.854288014395983,0.5597429119396
3.98401571416464,2.22480354551254,0.558432422242349
3.07225092385831,1.99638429032645,0.649811600616031
2.67583144981207,1.49386192891705,0.558279531777669
3.86508987195077,1.95070043928923,0.504697304309946
2.59654755500283,1.21975882269373,0.469761788242082
4.261509345997,2.49890665173585,0.586390043725509
4.81649660966173,3.27553211936856,0.680065280809699
4.22186739859238,2.04206814136366,0.483688365495447
6.52110034806053,3.96078988492684,0.607380606572759
4.38043518821087,2.77300975795916,0.633044352630122
2.12084418614734,0.991339567507641,0.467426873686782
6.04539697920505,3.96078988492684,0.655174490368649
