axon_diam,fibre_diam,fibre_gratio,myelin_width
3.37593331360377,7.08387342241052,0.476566013012553,1.85397005440337
3.40574368442753,7.07768445204537,0.481194620571606,1.83597038380892
3.40191599317746,7.10983249050859,0.478480470210643,1.85395824866557
3.24715368501581,7.05568836425501,0.460217843728232,1.9042673396196
3.26815624340047,7.06905243868964,0.462318856981951,1.90044809764459
3.35844371042564,7.08177328690355,0.474237676689886,1.86166478823896
3.22004261598577,7.05897086627175,0.456163182564099,1.91946412514299
3.40570126061249,7.06736240627391,0.481891413632495,1.83083057283071
3.52115167701087,7.13094457961939,0.493784748667729,1.80489645130426
3.43661407655272,7.22591501150242,0.475595695643005,1.89465046747485
3.51726880739244,7.21016087339906,0.487821127593553,1.84644603300331
3.19674736043827,7.05705218392832,0.45298621536603,1.93015241174503
3.38589849246309,7.04272835907999,0.480765169381799,1.82841493330845
3.32375258803799,7.00970673332244,0.474164285966156,1.84297707264223
3.29724475628984,7.13920559955889,0.461850371208467,1.92098042163452
3.27470395669878,7.08207447542954,0.462393323885537,1.90368525936538
3.6127251684318,7.24156051584704,0.498887658333574,1.81441767370762
3.39160931120381,7.13045657061894,0.475651071935413,1.86942362970757
3.37136740595608,7.24754020087677,0.46517401939326,1.93808639746034
3.25586346552592,7.18613755604214,0.453075583390186,1.96513704525811
4.2047975376331,8.15270459295232,0.515754923987799,1.97395352765961
4.4864721980955,8.24783126138559,0.54395780610839,1.88067953164505
4.46100543470852,8.09968845688455,0.550762595185593,1.81934151108801
4.47861060456873,8.15724347078193,0.549034808218054,1.8393164331066
4.30859268370368,8.01806446215569,0.537360693972932,1.854735889226
4.52572690413916,8.16770305913203,0.554100323110926,1.82098807749644
4.4124024762522,8.09071911188903,0.54536592053583,1.83915831781842
4.42263403349749,8.11954811462865,0.544689676206168,1.84845704056558
4.5144996928077,8.19650641223651,0.550783402800495,1.8410033597144
4.3716348834147,8.18159366136842,0.534325592831203,1.90497938897686
4.9158709182617,8.55377130908274,0.574702168275393,1.81895019541052
4.91372823601091,8.53291560368271,0.575855717345921,1.8095936838359
4.67272511467915,8.60689197594008,0.54290504955115,1.96708343063047
4.74002703180809,8.6876479973372,0.545605327616972,1.97381048276455
4.66351448634539,8.50509039503996,0.548320390464642,1.92078795434729
4.93382433591755,8.58416438973821,0.574758836377319,1.82517002691033
4.7935124907913,8.5643267751259,0.559706865075899,1.8854071421673
4.80002876407988,8.53871432878563,0.562148887906704,1.86934278235287
4.90364513851034,8.61277272468225,0.569345702628099,1.85456379308596
4.88686363555928,8.58725486674042,0.569083334708831,1.85019561559057
5.18378550924088,9.05102771221729,0.572728940189155,1.9336211014882
5.34147122284074,9.0498164456457,0.590229785866074,1.85417261140248
5.2248095161561,9.03800779687074,0.578093052538094,1.90659914035732
5.08324422050213,9.10756862958368,0.558134056106969,2.01216220454078
5.2688377115264,9.16189929773227,0.575081382179187,1.94653079310294
5.37261558517854,9.10290290840801,0.590209039823556,1.86514366161473
5.19199576656015,9.08759452920521,0.571327841473824,1.94779938132253
5.35405722609182,9.02000184522106,0.593576067717601,1.83297230956462
5.38314867661128,9.09550121469334,0.591847392413633,1.85617626904103
4.97077379751552,9.00153010343677,0.552214316943481,2.01537815296063
5.06264654294235,9.03808865864821,0.560145704932657,1.98772105785293
5.06391787425636,9.23311219763719,0.548451894210951,2.08459716169042
5.49610906374295,9.20815734082023,0.596873930398476,1.85602413853864
5.39318279275712,9.1841230633877,0.587228933620993,1.89547013531529
5.17278764229225,9.18993357978437,0.562875411164139,2.00857296874606
4.95302585567528,9.1902984693837,0.538940696232625,2.11863630685421
5.02682528253893,9.12959002117724,0.55060799782669,2.05138236931915
5.42793435815988,9.16485227087701,0.592255521172788,1.86845895635857
5.26895609786268,9.05805061704509,0.581687641262211,1.89454725959121
5.16219194081459,9.06349927967269,0.56955837712617,1.95065366942905
5.0956133696253,9.16422339214037,0.556033299449631,2.03430501125754
5.21237751763303,9.18139849752403,0.56771062916381,1.9845104899455
5.39795711079066,9.01162234025842,0.59899948166668,1.80683261473388
5.26689427086666,9.00031149250888,0.585190220944063,1.86670861082111
4.90360667242076,9.15268776751092,0.535755921864502,2.12454054754508
5.12703579396987,9.14098209973382,0.560884567766429,2.00697315288198
5.35068012091265,9.04677519532467,0.591446123661596,1.84804753720601
5.11988483836809,9.18498957239265,0.557418688177604,2.03255236701228
5.39706537038184,9.11479701430953,0.592121290458676,1.85886582196384
5.03598208635923,9.03932701439563,0.557119139327425,2.0016724640182
5.50025170180738,9.22547369399726,0.596202632433523,1.86261099609494
5.32970400764267,9.01136613512807,0.591442399268014,1.8408310637427
4.89884356919947,9.07826016057384,0.539623615378942,2.08970829568718
5.51169504814461,9.22829669688896,0.597260277728469,1.85830082437217
4.87471678792331,9.1263500074958,0.534136515027314,2.12581660978625
5.34138304040876,9.22622949560111,0.578934552078445,1.94242322759617
5.31426429902207,9.03354282488236,0.588281298051108,1.85963926293015
5.39607503519945,9.07739513858627,0.594451927322384,1.84066005169341
5.34494418401355,9.0712835569473,0.589215864597254,1.86316968646687
5.42267999840048,9.15243513303508,0.592484941939407,1.8648775673173
5.10288777920299,9.10019494877761,0.560744886008013,1.99865358478731
5.15758560223987,9.15375705250297,0.563439205635199,1.99808572513155
5.1782292656444,9.23672517507496,0.56061311422556,2.02924795471528
5.0610976904679,9.20817564818032,0.549630880625963,2.07353897885621
5.37057301563527,9.10258496534899,0.590005260712154,1.86600597485686
5.20750946946892,9.13485457823384,0.570070319660825,1.96367255438246
5.26665273971183,9.01640628604003,0.584118835446237,1.8748767731641
5.10221355310849,9.1401767288225,0.558218260377751,2.018981587857
5.59340136092482,9.19915652037236,0.608034154929067,1.80287757972377
5.09284611229212,9.12699509883032,0.557998120645951,2.0170744932691
5.6114051152256,9.26625247532713,0.605574381894607,1.82742368005076
5.30547977248995,9.33851911746368,0.568128597881043,2.01651967248686
5.50104394410314,9.38571136767793,0.586108365003358,1.94233371178739
5.4343361899728,9.27498841982694,0.585912989212572,1.92032611492707
5.53102450144408,9.43614043785804,0.586153262328893,1.95255796820698
5.05767697176844,9.43601104950578,0.53599735579298,2.18916703886867
5.24453155268088,9.33715813647391,0.561683916672041,2.04631329189651
5.59945193637145,9.34095701894073,0.599451632741421,1.87075254128464
5.47817002812874,9.31917906734948,0.587838262205087,1.92050451961037
5.4362269147384,9.48122100799584,0.573367808867006,2.02249704662872
6.1139540067381,9.72731111959962,0.628534847047203,1.80667855643076
5.87231730526818,9.60667433293318,0.611274734809835,1.8671785138325
5.23509452062086,9.52790974102705,0.549448374608191,2.14640761020309
5.40595151410995,9.53496448817008,0.566960844040589,2.06450648703007
5.82675298944007,9.69574908337005,0.600959548286372,1.93449804696499
