axon_diam,fibre_diam,fibre_gratio,myelin_width
4.61411224268927,8.2179637000768,0.561466612787076,1.80192572869377
4.41257151737894,8.0491194817023,0.548205493459234,1.81827398216168
4.36659996511285,8.08172721082381,0.540305290095005,1.85756362285548
4.41369778063318,8.11247942094225,0.5440627398375,1.84939082015454
4.39492471357178,8.09039326830326,0.543227574707687,1.84773427736574
4.40867175369737,8.09739642211973,0.544455467396183,1.84436233421118
4.48112037072879,8.16779567169704,0.548632770804578,1.84333765048413
4.49201115013711,8.17188315120143,0.549691064718258,1.83993600053216
4.41488605438092,8.09541456580492,0.545356388915451,1.840264255712
4.3791950781961,8.1614326582045,0.536571857122879,1.8911187900042
4.35784265934759,8.02696845605846,0.54290018494572,1.83456289835543
4.38493407428161,8.15672039764602,0.537585433913742,1.8858931616822
4.55012366583803,8.19901362742191,0.554959885737959,1.82444498079194
4.48596204244891,8.17858153162793,0.548501231552312,1.84630974458951
4.37755561287241,8.07825450074081,0.541893748515965,1.8503494439342
4.40177256537064,8.09940847950134,0.543468399761664,1.84881795706535
4.38885591220638,8.21060204992965,0.534535212584561,1.91087306886164
4.52417254493924,8.23079219641291,0.549664289533508,1.85330982573683
4.2278694984292,8.00547398543885,0.528122320567061,1.88880224350482
4.33021511229548,8.10574730849508,0.534215408831864,1.8877660980998
4.79356865172257,8.48570414947167,0.564899337436955,1.84606774887455
4.75482343257178,8.48144045085004,0.560615081851485,1.86330850913913
4.55265121264231,8.30483199963019,0.548193053495247,1.87609039349394
4.6057430980231,8.33084657680286,0.552854149402744,1.86255173938988
4.73504424539863,8.48194096815138,0.558250082519805,1.87344836137638
4.63921106639591,8.45273789448586,0.548841230416277,1.90676341404497
4.57580771287401,8.27125611852583,0.553217993410358,1.84772420282591
4.47333556716473,8.27528029892475,0.540566047985828,1.90097236588001
4.73746129634982,8.41984935640635,0.56265392595715,1.84119403002827
4.80103259878176,8.44292186891142,0.568645863757208,1.82094463506483
4.90799426190913,8.619428895154,0.569410609636619,1.85571731662244
4.7549700443384,8.63982916483706,0.550354637067419,1.94242956024933
